Order_ID,Order_Date,Day_Name,Order_Time,City,Store,Customer_ID,Customer_Type,Gender,Age,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Payment_Method,Employee,Channel,Revenue
ORD500968,2026-06-27,Saturday,19:25,Adana,Seyhan,CUST10142,Returning,Female,43.0,Ev,Termos,1,549,0,Bank Transfer,EMP_11,Web,549.0
ORD500969,2026-06-13,Saturday,20:15,Eskişehir,Odunpazarı,CUST10491,Returning,Male,61.0,Ofis,Masa Düzenleyici,1,399,15,Bank Transfer,EMP_14,Mobile,339.15
ORD500970,2026-06-29,Monday,20:40,İstanbul,Kadıköy,CUST10727,Returning,Male,25.0,Kitap,Roman,1,299,0,Wallet,EMP_03,Mobile,299.0
ORD500971,2026-06-09,Tuesday,11:05,Kocaeli,İzmit,CUST11831,New,Female,33.0,Ev,Masa Lambası,1,899,0,Wallet,EMP_24,Mobile,899.0
ORD500972,2026-06-27,Saturday,20:40,İzmir,Bornova,CUST11098,Returning,Male,44.0,Elektronik,Powerbank,5,899,0,Bank Transfer,EMP_06,Mobile,4495.0
ORD500973,2026-06-13,Saturday,17:10,Eskişehir,Odunpazarı,CUST10009,Returning,Male,31.0,Ev,Blender,3,2199,20,Card,EMP_25,Mobile,5277.6
ORD500974,2026-06-04,Thursday,15:55,İzmir,Karşıyaka,CUST10344,Returning,Female,25.0,Ev,Masa Lambası,3,899,0,Bank Transfer,EMP_16,Web,2697.0
ORD500975,2026-06-06,Saturday,18:55,İstanbul,Bakırköy,CUST11048,New,Female,38.0,Kozmetik,Şampuan,2,319,0,Wallet,EMP_13,Web,638.0
ORD500976,2026-06-23,Tuesday,19:55,İstanbul,Kadıköy,CUST10754,New,Female,45.0,Ev,Blender,1,2199,0,PayPal,EMP_14,Web,2199.0
ORD500977,2026-06-26,Friday,16:40,Bursa,Nilüfer,CUST10428,New,Female,19.0,Elektronik,Kablosuz Mouse,1,499,5,Bank Transfer,EMP_21,Web,474.05
ORD500978,2026-06-28,Sunday,18:30,Kocaeli,İzmit,CUST11674,New,Female,28.0,Spor,Pilates Bandı,1,349,0,PayPal,EMP_09,Mobile,349.0
ORD500979,2026-06-26,Friday,18:55,İstanbul,Şişli,CUST11321,New,Male,36.0,Elektronik,Powerbank,5,899,0,Card,EMP_27,Mobile,4495.0
ORD500980,2026-06-04,Thursday,19:50,Kocaeli,İzmit,CUST11623,New,Male,57.0,Kitap,Kişisel Gelişim,2,349,5,Card,EMP_15,Mobile,663.1
ORD500981,2026-06-14,Sunday,10:20,İzmir,Bornova,CUST11971,Returning,Male,56.0,Ev,Saklama Kabı,3,299,0,Unknown,EMP_13,Web,897.0
ORD500982,2026-06-23,Tuesday,12:35,Gaziantep,Şehitkamil,CUST11988,Returning,Female,50.0,Spor,Koşu Çantası,1,499,15,PayPal,EMP_23,Web,424.15
ORD500983,2026-06-06,Saturday,19:30,Gaziantep,Şehitkamil,CUST11308,Returning,Male,62.0,Elektronik,Powerbank,2,899,10,Bank Transfer,EMP_08,Mobile,1618.2
ORD500984,2026-06-04,Thursday,18:50,Adana,Seyhan,CUST11148,Returning,Female,19.0,Elektronik,Akıllı Saat,1,3499,5,Wallet,EMP_16,Mobile,3324.05
ORD500985,2026-06-29,Monday,18:00,Adana,Seyhan,CUST11487,Returning,Male,24.0,Ev,Masa Lambası,1,899,0,Wallet,EMP_17,Web,899.0
ORD500986,2026-06-10,Wednesday,20:05,Ankara,Çankaya,CUST11109,Returning,Male,58.0,Elektronik,Powerbank,1,899,5,Card,EMP_29,Web,854.05
ORD500987,2026-06-17,Wednesday,10:35,İstanbul,Bakırköy,CUST10956,New,Male,28.0,Kozmetik,Parfüm,1,1799,0,Card,EMP_19,Mobile,1799.0
ORD500988,2026-06-17,Wednesday,18:25,Ankara,Çankaya,CUST11469,Returning,Male,32.0,Kitap,Roman,2,299,5,Bank Transfer,EMP_22,Web,568.1
ORD500989,2026-06-08,Monday,17:55,İzmir,Bornova,CUST11323,Returning,Male,27.0,Kozmetik,Parfüm,1,1799,0,Wallet,EMP_05,Mobile,1799.0
ORD500990,2026-06-26,Friday,18:40,İstanbul,Kadıköy,CUST11714,Returning,Male,33.0,Kozmetik,Yüz Temizleyici,3,429,10,Bank Transfer,EMP_07,Mobile,1158.3
ORD500991,2026-06-09,Tuesday,17:25,İzmir,Karşıyaka,CUST11912,Returning,Male,40.0,Elektronik,Kablosuz Mouse,2,499,0,PayPal,EMP_14,Web,998.0
ORD500992,2026-06-30,Tuesday,16:05,Ankara,Çankaya,CUST11867,New,Female,39.0,Spor,Koşu Çantası,1,499,15,Bank Transfer,EMP_16,Web,424.15
ORD500993,2026-06-07,Sunday,14:30,İstanbul,Bakırköy,CUST11602,Returning,Male,28.0,Elektronik,Laptop Standı,1,999,10,Card,EMP_10,Mobile,899.1
ORD500994,2026-06-02,Tuesday,19:40,İstanbul,Şişli,CUST10692,New,Female,,Ofis,Monitör Yükseltici,2,1199,10,PayPal,EMP_07,Mobile,2158.2
ORD500995,2026-06-10,Wednesday,13:05,Kocaeli,İzmit,CUST11230,Returning,Female,58.0,Kozmetik,Yüz Temizleyici,1,429,10,PayPal,EMP_09,Web,386.1
ORD500996,2026-06-02,Tuesday,16:00,Ankara,Yenimahalle,CUST10522,New,Male,44.0,Spor,Pilates Bandı,1,349,0,Wallet,EMP_22,Web,349.0
ORD500997,2026-06-09,Tuesday,19:45,Antalya,Muratpaşa,CUST11635,New,Female,65.0,Elektronik,Powerbank,1,899,0,Card,EMP_25,Web,899.0
ORD500998,2026-06-19,Friday,10:20,Kocaeli,İzmit,CUST10987,New,Male,44.0,Ev,Masa Lambası,2,899,0,Wallet,EMP_25,Web,1798.0
ORD500999,2026-06-20,Saturday,18:45,Antalya,Muratpaşa,CUST11968,Returning,Male,47.0,Kozmetik,Yüz Temizleyici,3,429,5,Card,EMP_01,Web,1222.65
ORD501000,2026-06-14,Sunday,14:55,Kocaeli,İzmit,CUST11283,New,Female,,Kitap,Veri Analizi 101,2,549,5,PayPal,EMP_26,Mobile,1043.1
ORD501001,2026-06-12,Friday,12:05,İstanbul,Şişli,CUST11192,New,Female,38.0,Spor,Dambıl Seti,1,1899,0,Bank Transfer,EMP_27,Mobile,1899.0
ORD501002,2026-06-17,Wednesday,20:15,Ankara,Çankaya,CUST10704,Returning,Male,34.0,Elektronik,Powerbank,2,899,0,PayPal,EMP_09,Web,1798.0
ORD501003,2026-06-19,Friday,19:15,Ankara,Yenimahalle,CUST10798,New,Male,40.0,Ev,Masa Lambası,1,899,0,Bank Transfer,EMP_15,Mobile,899.0
ORD501004,2026-06-04,Thursday,14:50,İzmir,Bornova,CUST10707,New,Female,37.0,Kozmetik,Serum,4,899,0,Wallet,EMP_08,Mobile,3596.0
ORD501005,2026-06-29,Monday,17:25,Adana,Seyhan,CUST10799,Returning,Female,23.0,Ev,French Press,1,649,0,PayPal,EMP_23,Mobile,649.0
ORD501006,2026-06-16,Tuesday,16:50,İzmir,Bornova,CUST11938,New,Female,43.0,Kozmetik,Güneş Kremi,1,599,0,Bank Transfer,EMP_25,Mobile,599.0
ORD501007,2026-06-11,Thursday,14:55,Eskişehir,Odunpazarı,CUST11940,New,Female,41.0,Ofis,Masa Düzenleyici,2,399,10,Bank Transfer,EMP_17,Web,718.2
ORD501008,2026-06-11,Thursday,16:55,Bursa,Nilüfer,CUST11819,New,Male,26.0,Spor,Koşu Çantası,1,499,0,PayPal,EMP_24,Web,499.0
ORD501009,2026-06-06,Saturday,21:35,Eskişehir,Odunpazarı,CUST11297,Returning,Female,46.0,Spor,Koşu Çantası,2,499,0,PayPal,EMP_27,Web,998.0
ORD501010,2026-06-29,Monday,21:30,Ankara,Yenimahalle,CUST10382,New,Male,47.0,Elektronik,Akıllı Saat,2,3499,0,PayPal,EMP_05,Web,6998.0
ORD501011,2026-06-10,Wednesday,15:50,İstanbul,Şişli,CUST11050,Returning,Female,63.0,Elektronik,Bluetooth Kulaklık,3,1299,5,Unknown,EMP_22,Web,3702.15
ORD501012,2026-06-28,Sunday,20:15,Kocaeli,İzmit,CUST11099,Returning,Male,,Spor,Pilates Bandı,4,349,0,Card,EMP_25,Web,1396.0
ORD501013,2026-06-02,Tuesday,15:45,Gaziantep,Şehitkamil,CUST10101,New,Male,23.0,Kitap,Veri Analizi 101,2,549,0,Bank Transfer,EMP_24,Mobile,1098.0
ORD501014,2026-06-26,Friday,12:50,Adana,Seyhan,CUST11468,New,Female,38.0,Kozmetik,Serum,1,899,5,PayPal,EMP_23,Web,854.05
ORD501015,2026-06-18,Thursday,10:30,Gaziantep,Şehitkamil,CUST11697,Returning,Female,34.0,Elektronik,Kablosuz Mouse,1,499,0,Unknown,EMP_08,Mobile,499.0
ORD501016,2026-06-09,Tuesday,15:15,İstanbul,Şişli,CUST11876,New,Female,51.0,Elektronik,Powerbank,1,899,0,Bank Transfer,EMP_26,Mobile,899.0
ORD501017,2026-06-04,Thursday,14:45,İzmir,Karşıyaka,CUST11713,New,Female,22.0,Elektronik,Laptop Standı,1,999,5,Wallet,EMP_30,Web,949.05
ORD501018,2026-06-17,Wednesday,17:40,Bursa,Nilüfer,CUST10809,New,Male,48.0,Spor,Suluk,4,249,10,Bank Transfer,EMP_02,Mobile,896.4
ORD501019,2026-06-27,Saturday,20:40,İstanbul,Bakırköy,CUST11816,New,Male,57.0,Kitap,Roman,2,299,0,Bank Transfer,EMP_09,Mobile,598.0
ORD501020,2026-06-23,Tuesday,16:05,Adana,Seyhan,CUST11031,Returning,Female,28.0,Ev,Blender,1,2199,5,Card,EMP_22,Web,2089.05
ORD501021,2026-06-23,Tuesday,10:40,İstanbul,Kadıköy,CUST11280,New,Female,38.0,Spor,Koşu Çantası,1,499,0,Card,EMP_15,Web,499.0
ORD501022,2026-06-20,Saturday,18:40,İstanbul,Bakırköy,CUST10094,Returning,Male,45.0,Ofis,Kalem Seti,1,229,10,Wallet,EMP_01,Mobile,206.1
ORD501023,2026-06-12,Friday,17:55,Konya,Selçuklu,CUST11315,Returning,Male,50.0,Spor,Pilates Bandı,5,349,0,Wallet,EMP_18,Mobile,1745.0
ORD501024,2026-06-24,Wednesday,17:40,Eskişehir,Odunpazarı,CUST11392,Returning,Female,44.0,Ofis,Monitör Yükseltici,1,1199,5,Card,EMP_06,Mobile,1139.05
ORD501025,2026-06-14,Sunday,09:25,Eskişehir,Odunpazarı,CUST11203,Returning,Male,51.0,Ev,Masa Lambası,4,899,15,PayPal,EMP_23,Mobile,3056.6
ORD501026,2026-06-03,Wednesday,19:50,İzmir,Bornova,CUST11720,Returning,Female,63.0,Spor,Koşu Çantası,2,499,10,Bank Transfer,EMP_09,Web,898.2
ORD501027,2026-06-21,Sunday,17:45,Kocaeli,İzmit,CUST10531,New,Female,36.0,Ofis,Defter,4,179,0,PayPal,EMP_24,Web,716.0
ORD501028,2026-06-07,Sunday,16:50,İzmir,Bornova,CUST10948,Returning,Male,59.0,Kozmetik,Serum,2,899,10,Wallet,EMP_24,Mobile,1618.2
ORD501029,2026-06-03,Wednesday,17:50,Konya,Selçuklu,CUST11602,New,Female,23.0,Spor,Koşu Çantası,1,499,15,Wallet,EMP_12,Mobile,424.15
ORD501030,2026-06-14,Sunday,18:30,İstanbul,Bakırköy,CUST11040,Returning,Male,65.0,Elektronik,Kablosuz Mouse,4,499,20,Card,EMP_04,Mobile,1596.8
ORD501031,2026-06-05,Friday,11:40,İstanbul,Bakırköy,CUST10247,New,Male,36.0,Spor,Dambıl Seti,2,1899,15,Wallet,EMP_10,Mobile,3228.3
ORD501032,2026-06-06,Saturday,16:20,Konya,Selçuklu,CUST11212,Returning,Female,20.0,Kozmetik,Şampuan,2,319,5,Bank Transfer,EMP_06,Mobile,606.1
ORD501033,2026-06-01,Monday,20:10,İstanbul,Kadıköy,CUST10512,Returning,Male,38.0,Kozmetik,Güneş Kremi,2,599,5,Wallet,EMP_18,Mobile,1138.1
ORD501034,2026-06-14,Sunday,18:00,Bursa,Nilüfer,CUST10247,New,Male,47.0,Ofis,Masa Düzenleyici,4,399,15,Card,EMP_03,Mobile,1356.6
ORD501035,2026-06-21,Sunday,14:55,Eskişehir,Odunpazarı,CUST10086,Returning,Male,50.0,Ev,Masa Lambası,2,899,10,Wallet,EMP_16,Mobile,1618.2
ORD501036,2026-06-21,Sunday,16:30,Gaziantep,Şehitkamil,CUST10964,Returning,Male,40.0,Elektronik,Akıllı Saat,2,3499,10,Bank Transfer,EMP_16,Mobile,6298.2
ORD501037,2026-06-07,Sunday,10:30,Antalya,Muratpaşa,CUST10583,New,Female,37.0,Elektronik,Laptop Standı,1,999,20,Card,EMP_15,Web,799.2
ORD501038,2026-06-16,Tuesday,17:50,Antalya,Muratpaşa,CUST10570,New,Female,43.0,Ofis,Ajanda,1,319,0,Bank Transfer,EMP_30,Mobile,319.0
ORD501039,2026-06-05,Friday,19:10,Bursa,Nilüfer,CUST10275,New,Male,23.0,Kitap,Bilim,1,429,0,PayPal,EMP_25,Mobile,429.0
ORD501040,2026-06-05,Friday,12:55,Adana,Seyhan,CUST11961,New,Female,34.0,Kozmetik,Parfüm,1,1799,0,Card,EMP_23,Mobile,1799.0
ORD501041,2026-06-10,Wednesday,19:00,Antalya,Muratpaşa,CUST11380,Returning,Female,57.0,Ofis,Ajanda,1,319,0,Card,EMP_15,Web,319.0
ORD501042,2026-06-27,Saturday,16:40,İzmir,Karşıyaka,CUST11779,Returning,Female,44.0,Elektronik,Laptop Standı,1,999,0,PayPal,EMP_01,Mobile,999.0
ORD501043,2026-06-24,Wednesday,18:45,Ankara,Çankaya,CUST11811,Returning,Female,37.0,Elektronik,Akıllı Saat,3,3499,10,Bank Transfer,EMP_25,Mobile,9447.3
ORD501044,2026-06-01,Monday,15:15,Bursa,Nilüfer,CUST10099,Returning,Female,56.0,Elektronik,Bluetooth Kulaklık,1,1299,0,Wallet,EMP_20,Mobile,1299.0
ORD501045,2026-06-09,Tuesday,14:30,Ankara,Yenimahalle,CUST11916,New,Male,34.0,Ev,Masa Lambası,4,899,0,PayPal,EMP_22,Mobile,3596.0
ORD501046,2026-06-07,Sunday,15:35,Konya,Selçuklu,CUST10128,New,Female,22.0,Ofis,Ajanda,4,319,0,Wallet,EMP_04,Mobile,1276.0
ORD501047,2026-06-07,Sunday,12:15,Eskişehir,Odunpazarı,CUST11477,New,Male,42.0,Kozmetik,Güneş Kremi,2,599,0,Card,EMP_16,Mobile,1198.0
ORD501048,2026-06-30,Tuesday,15:05,Bursa,Nilüfer,CUST11853,Returning,Male,23.0,Kozmetik,Yüz Temizleyici,2,429,0,Wallet,EMP_17,Web,858.0
ORD501049,2026-06-23,Tuesday,19:50,Bursa,Nilüfer,CUST11682,Returning,Female,54.0,Ofis,Masa Düzenleyici,1,399,0,Wallet,EMP_19,Mobile,399.0
ORD501050,2026-06-20,Saturday,12:25,Gaziantep,Şehitkamil,CUST11342,Returning,Female,42.0,Ofis,Masa Düzenleyici,2,399,20,Wallet,EMP_20,Mobile,638.4
ORD501051,2026-06-07,Sunday,12:40,Bursa,Nilüfer,CUST10427,New,Female,21.0,Spor,Suluk,2,249,20,Card,EMP_07,Web,398.4
ORD501052,2026-06-22,Monday,16:00,İstanbul,Şişli,CUST10033,New,Female,20.0,Kozmetik,Yüz Temizleyici,1,429,0,Wallet,EMP_26,Web,429.0
ORD501053,2026-06-20,Saturday,19:45,Kocaeli,İzmit,CUST11295,Returning,Female,64.0,Elektronik,Bluetooth Kulaklık,1,1299,0,Bank Transfer,EMP_04,Mobile,1299.0
ORD501054,2026-06-25,Thursday,17:40,Adana,Seyhan,CUST10084,Returning,Male,53.0,Ofis,Defter,3,179,0,PayPal,EMP_15,Web,537.0
ORD501055,2026-06-19,Friday,21:35,İstanbul,Bakırköy,CUST10624,Returning,Female,48.0,Kozmetik,Güneş Kremi,1,599,5,PayPal,EMP_22,Mobile,569.05
ORD501056,2026-06-11,Thursday,15:45,Ankara,Çankaya,CUST10275,Returning,Male,64.0,Ev,French Press,1,649,5,Card,EMP_18,Mobile,616.55
ORD501057,2026-06-04,Thursday,14:40,Antalya,Muratpaşa,CUST11689,New,Female,45.0,Kozmetik,Parfüm,1,1799,5,Wallet,EMP_11,Mobile,1709.05
ORD501058,2026-06-10,Wednesday,19:45,İstanbul,Kadıköy,CUST11195,Returning,Male,53.0,Elektronik,Powerbank,4,899,0,PayPal,EMP_11,Mobile,3596.0
ORD501059,2026-06-15,Monday,21:05,Adana,Seyhan,CUST11436,New,Female,50.0,Ofis,Defter,1,179,10,Card,EMP_25,Web,161.1
ORD501060,2026-06-02,Tuesday,17:05,İstanbul,Bakırköy,CUST11776,New,Male,47.0,Kitap,Finans,1,459,10,Bank Transfer,EMP_20,Web,413.1
ORD501061,2026-06-21,Sunday,15:50,Kocaeli,İzmit,CUST11018,New,Male,19.0,Spor,Pilates Bandı,1,349,20,Card,EMP_08,Web,279.2
ORD501062,2026-06-02,Tuesday,20:50,Eskişehir,Odunpazarı,CUST11681,New,Female,53.0,Kozmetik,Yüz Temizleyici,1,429,0,PayPal,EMP_23,Mobile,429.0
ORD501063,2026-06-23,Tuesday,12:25,İstanbul,Şişli,CUST11968,New,Female,23.0,Ev,Masa Lambası,2,899,15,Bank Transfer,EMP_26,Mobile,1528.3
ORD501064,2026-06-23,Tuesday,15:05,İstanbul,Bakırköy,CUST10968,New,Male,45.0,Kozmetik,Parfüm,1,1799,10,Card,EMP_03,Web,1619.1
ORD501065,2026-06-29,Monday,11:30,Kocaeli,İzmit,CUST11437,Returning,Female,43.0,Elektronik,Kablosuz Mouse,1,499,10,Bank Transfer,EMP_30,Mobile,449.1
ORD501066,2026-06-25,Thursday,17:50,Antalya,Muratpaşa,CUST11873,New,Female,38.0,Elektronik,Laptop Standı,3,999,10,Bank Transfer,EMP_28,Mobile,2697.3
ORD501067,2026-06-08,Monday,19:05,Konya,Selçuklu,CUST11212,New,Male,39.0,Ev,Saklama Kabı,1,299,0,PayPal,EMP_24,Mobile,299.0
ORD501068,2026-06-04,Thursday,18:35,Eskişehir,Odunpazarı,CUST11262,Returning,Female,37.0,Kitap,Kişisel Gelişim,4,349,0,Unknown,EMP_22,Mobile,1396.0
ORD501069,2026-06-27,Saturday,20:10,Antalya,Muratpaşa,CUST10420,Returning,Female,64.0,Elektronik,Powerbank,3,899,0,Bank Transfer,EMP_12,Mobile,2697.0
ORD501070,2026-06-27,Saturday,15:55,İzmir,Karşıyaka,CUST11592,Returning,Male,51.0,Ofis,Masa Düzenleyici,2,399,10,Bank Transfer,EMP_10,Web,718.2
ORD501071,2026-06-19,Friday,13:50,Bursa,Nilüfer,CUST10291,Returning,Female,40.0,Ev,Termos,3,549,10,Bank Transfer,EMP_20,Mobile,1482.3
ORD501072,2026-06-15,Monday,17:50,Eskişehir,Odunpazarı,CUST11213,New,Male,50.0,Elektronik,Powerbank,3,899,0,PayPal,EMP_22,Web,2697.0
ORD501073,2026-06-15,Monday,12:50,Gaziantep,Şehitkamil,CUST11775,Returning,Female,24.0,Elektronik,Powerbank,4,899,15,PayPal,EMP_20,Mobile,3056.6
ORD501074,2026-06-26,Friday,18:00,İstanbul,Şişli,CUST11536,Returning,Male,20.0,Elektronik,Laptop Standı,2,999,5,PayPal,EMP_22,Mobile,1898.1
ORD501075,2026-06-25,Thursday,17:45,Antalya,Muratpaşa,CUST10463,Returning,Female,57.0,Kozmetik,Parfüm,4,1799,0,PayPal,EMP_22,Web,7196.0
ORD501076,2026-06-01,Monday,21:50,İstanbul,Şişli,CUST10021,Returning,Male,30.0,Elektronik,Kablosuz Mouse,1,499,20,Card,EMP_26,Web,399.2
ORD501077,2026-06-09,Tuesday,12:05,Antalya,Muratpaşa,CUST10771,New,Male,34.0,Elektronik,Powerbank,1,899,20,Bank Transfer,EMP_18,Web,719.2
ORD501078,2026-06-27,Saturday,18:25,Antalya,Muratpaşa,CUST10128,Returning,Female,57.0,Elektronik,Akıllı Saat,3,3499,0,Wallet,EMP_13,Mobile,10497.0
ORD501079,2026-06-30,Tuesday,15:25,İstanbul,Kadıköy,CUST10841,New,Male,49.0,Ev,Termos,4,549,0,Bank Transfer,EMP_13,Mobile,2196.0
ORD501080,2026-06-01,Monday,20:35,İstanbul,Kadıköy,CUST10775,New,Male,39.0,Kitap,Finans,2,459,15,Wallet,EMP_30,Mobile,780.3
ORD501081,2026-06-27,Saturday,11:25,Eskişehir,Odunpazarı,CUST11567,New,Male,61.0,Kozmetik,Güneş Kremi,2,599,15,Wallet,EMP_01,Mobile,1018.3
ORD501082,2026-06-05,Friday,13:20,İzmir,Bornova,CUST11563,New,Male,36.0,Spor,Koşu Çantası,2,499,0,Wallet,EMP_26,Web,998.0
ORD501083,2026-06-11,Thursday,17:45,İstanbul,Şişli,CUST10328,New,Female,24.0,Kitap,Kişisel Gelişim,3,349,0,Card,EMP_28,Web,1047.0
ORD501084,2026-06-23,Tuesday,19:20,Ankara,Yenimahalle,CUST10581,Returning,Male,38.0,Ofis,Ajanda,1,319,10,Bank Transfer,EMP_16,Mobile,287.1
ORD501085,2026-06-07,Sunday,15:35,İstanbul,Şişli,CUST10514,New,Female,59.0,Spor,Suluk,1,249,10,Card,EMP_21,Web,224.1
ORD501086,2026-06-01,Monday,17:05,Gaziantep,Şehitkamil,CUST11160,New,Female,43.0,Spor,Yoga Matı,1,699,5,Card,EMP_07,Mobile,664.05
ORD501087,2026-06-29,Monday,17:15,Gaziantep,Şehitkamil,CUST10206,Returning,Female,48.0,Kozmetik,Serum,5,899,0,PayPal,EMP_17,Web,4495.0
ORD501088,2026-06-03,Wednesday,19:40,Adana,Seyhan,CUST10979,New,Female,32.0,Kitap,Roman,1,299,0,PayPal,EMP_17,Web,299.0
ORD501089,2026-06-08,Monday,09:20,Adana,Seyhan,CUST11937,Returning,Male,55.0,Kozmetik,Serum,3,899,0,Bank Transfer,EMP_28,Web,2697.0
ORD501090,2026-06-22,Monday,17:10,İzmir,Bornova,CUST10477,New,Male,56.0,Kitap,Finans,5,459,10,Bank Transfer,EMP_24,Web,2065.5
ORD501091,2026-06-07,Sunday,19:40,Eskişehir,Odunpazarı,CUST11853,Returning,Female,40.0,Elektronik,Kablosuz Mouse,1,499,0,Bank Transfer,EMP_11,Web,499.0
ORD501092,2026-06-16,Tuesday,16:35,Bursa,Nilüfer,CUST10892,New,Male,52.0,Elektronik,Akıllı Saat,1,3499,20,Wallet,EMP_22,Mobile,2799.2
ORD501093,2026-06-10,Wednesday,12:30,Konya,Selçuklu,CUST11698,Returning,Male,63.0,Ev,Termos,1,549,5,Card,EMP_06,Web,521.55
ORD501094,2026-06-04,Thursday,14:35,İstanbul,Bakırköy,CUST11221,New,Female,39.0,Kitap,Veri Analizi 101,2,549,0,Bank Transfer,EMP_23,Web,1098.0
ORD501095,2026-06-09,Tuesday,11:20,Ankara,Yenimahalle,CUST10563,New,Female,21.0,Kozmetik,Şampuan,3,319,10,Card,EMP_24,Web,861.3
ORD501096,2026-06-08,Monday,21:45,Kocaeli,İzmit,CUST10718,New,Female,35.0,Ev,Masa Lambası,2,899,15,Wallet,EMP_11,Mobile,1528.3
ORD501097,2026-06-26,Friday,20:45,İstanbul,Şişli,CUST11159,New,Female,46.0,Ev,Blender,2,2199,0,PayPal,EMP_26,Web,4398.0
ORD501098,2026-06-24,Wednesday,16:55,İstanbul,Şişli,CUST10631,Returning,Female,34.0,Ofis,Masa Düzenleyici,1,399,0,Card,EMP_25,Mobile,399.0
ORD501099,2026-06-25,Thursday,17:15,Kocaeli,İzmit,CUST10380,Returning,Female,55.0,Elektronik,Laptop Standı,4,999,0,Wallet,EMP_08,Mobile,3996.0
ORD501100,2026-06-29,Monday,20:40,İzmir,Karşıyaka,CUST10669,Returning,Male,34.0,Ofis,Masa Düzenleyici,1,399,10,Bank Transfer,EMP_14,Mobile,359.1
ORD501101,2026-06-01,Monday,17:05,İzmir,Karşıyaka,CUST11985,New,Male,32.0,Kozmetik,Şampuan,1,319,0,Unknown,EMP_26,Mobile,319.0
ORD501102,2026-06-17,Wednesday,19:40,İstanbul,Şişli,CUST11943,New,Female,38.0,Elektronik,Bluetooth Kulaklık,2,1299,10,Bank Transfer,EMP_01,Mobile,2338.2
ORD501103,2026-06-16,Tuesday,17:30,Gaziantep,Şehitkamil,CUST11854,New,Female,20.0,Kozmetik,Serum,1,899,5,Bank Transfer,EMP_20,Web,854.05
ORD501104,2026-06-15,Monday,18:45,Gaziantep,Şehitkamil,CUST10855,Returning,Female,37.0,Ofis,Masa Düzenleyici,1,399,10,Wallet,EMP_08,Mobile,359.1
ORD501105,2026-06-19,Friday,20:35,İstanbul,Kadıköy,CUST10709,New,Male,21.0,Elektronik,Kablosuz Mouse,1,499,0,PayPal,EMP_13,Web,499.0
ORD501106,2026-06-10,Wednesday,19:30,Konya,Selçuklu,CUST11203,New,Male,,Kozmetik,Güneş Kremi,2,599,5,Card,EMP_22,Web,1138.1
ORD501107,2026-06-08,Monday,21:45,Antalya,Muratpaşa,CUST11247,New,Male,33.0,Spor,Yoga Matı,2,699,5,PayPal,EMP_17,Mobile,1328.1
ORD501108,2026-06-25,Thursday,15:30,Eskişehir,Odunpazarı,CUST10461,Returning,Female,24.0,Kozmetik,Parfüm,1,1799,5,Card,EMP_27,Mobile,1709.05
ORD501109,2026-06-17,Wednesday,21:25,Eskişehir,Odunpazarı,CUST10354,New,Female,63.0,Spor,Dambıl Seti,3,1899,10,Card,EMP_22,Web,5127.3
ORD501110,2026-06-28,Sunday,21:05,İstanbul,Şişli,CUST11613,Returning,Female,28.0,Elektronik,Kablosuz Mouse,2,499,5,Unknown,EMP_04,Mobile,948.1
ORD501111,2026-06-26,Friday,21:30,İzmir,Karşıyaka,CUST10511,Returning,Male,31.0,Spor,Pilates Bandı,1,349,10,PayPal,EMP_27,Mobile,314.1
ORD501112,2026-06-06,Saturday,19:25,Antalya,Muratpaşa,CUST10280,New,Female,60.0,Ev,Termos,1,549,0,Card,EMP_13,Web,549.0
ORD501113,2026-06-19,Friday,18:05,İstanbul,Bakırköy,CUST11587,New,Male,50.0,Ev,Masa Lambası,1,899,10,Card,EMP_23,Mobile,809.1
ORD501114,2026-06-17,Wednesday,20:00,Adana,Seyhan,CUST11540,New,Female,45.0,Ev,Termos,1,549,0,PayPal,EMP_27,Web,549.0
ORD501115,2026-06-03,Wednesday,20:15,İzmir,Bornova,CUST11930,Returning,Male,27.0,Elektronik,Laptop Standı,1,999,0,Card,EMP_09,Mobile,999.0
ORD501116,2026-06-11,Thursday,14:45,Antalya,Muratpaşa,CUST10955,Returning,Female,32.0,Ev,Termos,1,549,10,Card,EMP_02,Web,494.1
ORD501117,2026-06-16,Tuesday,20:20,Ankara,Çankaya,CUST11671,Returning,Male,45.0,Elektronik,Powerbank,2,899,15,PayPal,EMP_06,Web,1528.3
ORD501118,2026-06-14,Sunday,18:45,İstanbul,Bakırköy,CUST11946,New,Female,47.0,Ev,Blender,2,2199,0,PayPal,EMP_18,Web,4398.0
ORD501119,2026-06-21,Sunday,17:00,İstanbul,Kadıköy,CUST11175,New,Male,47.0,Ev,French Press,2,649,5,Card,EMP_14,Mobile,1233.1
ORD501120,2026-06-10,Wednesday,17:05,İzmir,Bornova,CUST10759,New,Male,45.0,Ev,Blender,3,2199,0,Card,EMP_17,Mobile,6597.0
ORD501121,2026-06-19,Friday,11:50,İstanbul,Şişli,CUST11379,New,Female,36.0,Elektronik,Akıllı Saat,1,3499,5,PayPal,EMP_18,Web,3324.05
ORD501122,2026-06-10,Wednesday,10:15,Ankara,Çankaya,CUST11877,New,Female,62.0,Ev,Blender,2,2199,10,PayPal,EMP_09,Mobile,3958.2
